AmmunitionBoxDef,Ammo_AmmunitionBox_Acid_APM,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Acid_Bombard,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Cryo_APM,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Doublebarrel_AC5,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Doublebarrel_AC10,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Doublebarrel_AC15,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Doublebarrel_AC20,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Explosive_APM,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Generic_Bombard,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Generic_DRM,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Generic_DRM_half,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Generic_GATLING,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Generic_GATLING_half,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Generic_HDRIVER,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Generic_LDRIVER,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Generic_MDRIVER,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Generic_SIROCCO,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Generic_VRM,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Generic_VRM_half,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Inferno_APM,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Inferno_Bombard,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Inferno_SIROCCO,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Scattergun_AC5,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Scattergun_AC10,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Scattergun_AC15,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Scattergun_AC20,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Shaped_Bombard,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Shaped_SIROCCO,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Tandem_APM,20
AmmunitionBoxDef,Ammo_AmmunitionBox_Tracer_APM,20
HeatSinkDef,emod_engineslots_dense_center,20
HeatSinkDef,emod_engineslots_sxl_center,20
HeatSinkDef,Gear_HeatSink_Generic_SanctuaryWorlds,200
HeatSinkDef,emod_kit_sdhs,20
HeatSinkDef,Gear_HeatSink_Heat_Controller,200
HeatSinkDef,emod_engine_cooling_1,20
HeatSinkDef,emod_engine_cooling_2,20
HeatSinkDef,emod_engine_cooling_3,20
HeatSinkDef,emod_engine_cooling_4,20
HeatSinkDef,emod_engine_cooling_5,20
HeatSinkDef,emod_engine_cooling_6,20
HeatSinkDef,emod_engine_cooling_7,20
HeatSinkDef,Gear_HeatSink_Heat_Negator,200
HeatSinkDef,emod_engine_120,20
HeatSinkDef,emod_engine_140,20
HeatSinkDef,emod_engine_160,20
HeatSinkDef,emod_engine_180,20
HeatSinkDef,emod_engine_200,20
HeatSinkDef,emod_engine_220,20
HeatSinkDef,emod_engine_240,20
HeatSinkDef,emod_engine_260,20
HeatSinkDef,emod_engine_280,20
HeatSinkDef,emod_engine_300,20
HeatSinkDef,emod_engine_320,20
HeatSinkDef,emod_engine_340,20
HeatSinkDef,emod_engine_360,20
HeatSinkDef,emod_engine_380,20
HeatSinkDef,emod_engine_400,20
UpgradeDef,emod_armorslots_sanctuaryferrofibrous,20
UpgradeDef,emod_armorslots_sanctuaryferrovanadium,20
UpgradeDef,emod_SHIELD,20
UpgradeDef,Gear_Modular_Plating_Mk1,20
UpgradeDef,Gear_Modular_Plating_Mk2,20
UpgradeDef,Gear_Modular_Plating_Mk3,20
UpgradeDef,Gear_Modular_Plating_Mk4,20
UpgradeDef,Gear_Sanctuary_AP,20
UpgradeDef,Gear_Sanctuary_ECM,20
UpgradeDef,Gear_Sanctuary_Supercharger,20
UpgradeDef,Gear_Actuator_Coventry_Alpha,20
UpgradeDef,Gear_Actuator_Coventry_B40-Extended,20
UpgradeDef,Gear_Actuator_Coventry_X65-Standard,20
UpgradeDef,Gear_Actuator_Friedhof_Behemoth,20
UpgradeDef,Gear_Actuator_Friedhof_Cronos,20
UpgradeDef,Gear_Actuator_Friedhof_Gargantuan,20
UpgradeDef,Gear_Actuator_Rawlings_Omicron,20
UpgradeDef,Gear_Actuator_Pitban_Wallaby,20
UpgradeDef,Gear_Cockpit_StarCorps_Advanced,20
UpgradeDef,Gear_Cockpit_Majesty_M_M_180KL,20
UpgradeDef,Gear_Cockpit_Ceres_Metals_Reinforced,20
UpgradeDef,Gear_Gyro_Coventry_Mark-85,20
UpgradeDef,Gear_Gyro_Rawlings_StabiliTrak-10,20
UpgradeDef,Gear_Gyro_Friedhof_Kite,20
UpgradeDef,Gear_TargetingTrackingSystem_Hartford_F3000,20
UpgradeDef,Gear_TargetingTrackingSystem_Hartford_F1800,20
UpgradeDef,Gear_TargetingTrackingSystem_Kallon_A-C-1000,20
UpgradeDef,Gear_TargetingTrackingSystem_Kallon_A-C-P150+,20
UpgradeDef,Gear_TargetingTrackingSystem_RCA_InstaTrac-VIII,20
UpgradeDef,Gear_TargetingTrackingSystem_RCA_InstaTrac-X,20
UpgradeDef,Gear_Actuator_Earthwerks_Axe,20
UpgradeDef,Gear_Actuator_Hellespont_Hinder,20
UpgradeDef,Gear_Actuator_Kallon_Onslaught,20
UpgradeDef,Gear_Actuator_Maltex_MMA,20
UpgradeDef,Gear_TargetingTrackingSystem_I3F2,20
JumpJetDef,Gear_JumpJet_Generic_Assault,20
JumpJetDef,Gear_JumpJet_Generic_Heavy,20
JumpJetDef,Gear_JumpJet_Generic_Standard,20
WeaponDef,Weapon_AMS_Sanctuary,20
WeaponDef,Weapon_APM_APM4,20
WeaponDef,Weapon_Autocannon_Doublebarrel_5,20
WeaponDef,Weapon_Autocannon_Doublebarrel_10,20
WeaponDef,Weapon_Autocannon_Doublebarrel_15,20
WeaponDef,Weapon_Autocannon_Doublebarrel_20,20
WeaponDef,Weapon_Autocannon_Scattergun_5,20
WeaponDef,Weapon_Autocannon_Scattergun_10,20
WeaponDef,Weapon_Autocannon_Scattergun_15,20
WeaponDef,Weapon_Autocannon_Scattergun_20,20
WeaponDef,Weapon_BombardCannon_3,20
WeaponDef,Weapon_BombardCannon_6,20
WeaponDef,Weapon_BombardCannon_9,20
WeaponDef,Weapon_BombardCannon_12,20
WeaponDef,Weapon_DRM_DRM2,20
WeaponDef,Weapon_DRM_DRM4,20
WeaponDef,Weapon_DRM_DRM6,20
WeaponDef,Weapon_DXR_DXR,20
WeaponDef,Weapon_Flamer_Sanctuary,20
WeaponDef,Weapon_Gamma_Gamma,20
WeaponDef,Weapon_Gatling_Gatling,20
WeaponDef,Weapon_Lance_LargeLance,20
WeaponDef,Weapon_Lance_MediumLance,20
WeaponDef,Weapon_Lance_SmallLance,20
WeaponDef,Weapon_Laser_LargeLaserElectro,20
WeaponDef,Weapon_Laser_LargeLaserModal,20
WeaponDef,Weapon_Laser_MediumLaserElectro,20
WeaponDef,Weapon_Laser_MediumLaserModal,20
WeaponDef,Weapon_Laser_SmallLaserElectro,20
WeaponDef,Weapon_Laser_SmallLaserModal,20
WeaponDef,Weapon_Laser_TwinLinkedLaser,20
WeaponDef,Weapon_MachineGun_Sanctuary,20
WeaponDef,Weapon_MassDriver_Heavy,20
WeaponDef,Weapon_MassDriver_Light,20
WeaponDef,Weapon_MassDriver_Medium,20
WeaponDef,Weapon_NPC_NPC,20
WeaponDef,Weapon_Sirocco,20
WeaponDef,Weapon_VRM_VRM6,20
WeaponDef,Weapon_VRM_VRM12,20
WeaponDef,Weapon_VRM_VRM18,20
WeaponDef,Weapon_VRM_VRM24,20